LCQI vs llama.cpp SmolLM2 Same Input Compare

timestamp_utc=2026-06-30T17:35:35.776435+00:00
repo_commit=unknown
working_tree_dirty=unknown
host=caw
uname=Linux caw 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025 x86_64 GNU/Linux
nproc=20
python=3.13.9
cache_dir=/home/aoweichen/.cache/lcqi-smollm2-small-smoke

model_source=bartowski/SmolLM2-135M-Instruct-GGUF
model_file=SmolLM2-135M-Instruct-Q4_K_M.gguf
model_path=/home/aoweichen/.cache/lcqi-smollm2-small-smoke/models/SmolLM2-135M-Instruct-Q4_K_M.gguf
model_expected_bytes=105454432
model_actual_bytes=105454432
model_expected_sha256=2e8040ceae7815abe0dcb3540b9995eaa1fa0d2ca9e797d0a635ae4433c68c2d
model_actual_sha256=2e8040ceae7815abe0dcb3540b9995eaa1fa0d2ca9e797d0a635ae4433c68c2d
model_identity_match=true
llama_cpp_expected_commit=b3fed31b99f9bd37725833674252bccb429bb183
llama_cpp_source_git_commit=unavailable
llama_cpp_source_commit_verified=false
llama_cpp_skip_build=true

user_prompt=Hello
max_new_tokens=2
expanded_chat_prompt=<|im_start|>system\nYou are a helpful AI assistant named SmolLM, trained by Hugging Face<|im_end|>\n<|im_start|>user\nHello<|im_end|>\n<|im_start|>assistant\n

scope=LCQI uses its internal SmolLM2 chat-prompt builder from the same user prompt. llama-simple receives the expanded chat prompt string directly. The same-input check is prompt-token-count equality plus matching visible generated suffix; llama-bench is reported separately as same-token-count synthetic throughput, not same text.

[summary:lcqi_q4_direct_off_same_input]
rounds=5
benchmark_load_ms_median=293.726000 benchmark_load_ms_min=291.390000 benchmark_load_ms_max=378.927000
derived_prefill_ms_per_prompt_token_median=4.325000 derived_prefill_ms_per_prompt_token_min=4.198613 derived_prefill_ms_per_prompt_token_max=4.394710
derived_prefill_prompt_tokens_per_second_median=231.213873 derived_prefill_prompt_tokens_per_second_min=227.546317 derived_prefill_prompt_tokens_per_second_max=238.173898
benchmark_decode_ms_median=14.556100 benchmark_decode_ms_min=14.142000 benchmark_decode_ms_max=15.085400
derived_decode_ms_per_step_median=14.556100 derived_decode_ms_per_step_min=14.142000 derived_decode_ms_per_step_max=15.085400
benchmark_decode_tokens_per_second_median=68.699900 benchmark_decode_tokens_per_second_min=66.289100 benchmark_decode_tokens_per_second_max=70.711300
benchmark_worker_count_median=1.000000 benchmark_worker_count_min=1.000000 benchmark_worker_count_max=1.000000
derived_f32_weight_inflation_ratio_median=4.644005 derived_f32_weight_inflation_ratio_min=4.644005 derived_f32_weight_inflation_ratio_max=4.644005
derived_direct_quantized_weight_byte_share_median=0.076809 derived_direct_quantized_weight_byte_share_min=0.076809 derived_direct_quantized_weight_byte_share_max=0.076809
benchmark_hotspot_rms_norm_ms_median=0.484938 benchmark_hotspot_rms_norm_ms_min=0.473281 benchmark_hotspot_rms_norm_ms_max=0.492061
benchmark_hotspot_attention_ms_median=3.158920 benchmark_hotspot_attention_ms_min=3.130960 benchmark_hotspot_attention_ms_max=3.220150
benchmark_hotspot_rope_ms_median=2.801350 benchmark_hotspot_rope_ms_min=2.771640 benchmark_hotspot_rope_ms_max=2.808810
benchmark_hotspot_wq_ms_median=12.526500 benchmark_hotspot_wq_ms_min=12.320500 benchmark_hotspot_wq_ms_max=12.859300
benchmark_hotspot_wk_ms_median=4.131940 benchmark_hotspot_wk_ms_min=4.113950 benchmark_hotspot_wk_ms_max=4.176050
benchmark_hotspot_wv_ms_median=4.131990 benchmark_hotspot_wv_ms_min=4.081590 benchmark_hotspot_wv_ms_max=4.197280
benchmark_hotspot_wo_ms_median=12.565700 benchmark_hotspot_wo_ms_min=12.402200 benchmark_hotspot_wo_ms_max=16.482000
benchmark_hotspot_w_gate_ms_median=33.660000 benchmark_hotspot_w_gate_ms_min=32.866000 benchmark_hotspot_w_gate_ms_max=37.328300
benchmark_hotspot_w_up_ms_median=32.945600 benchmark_hotspot_w_up_ms_min=32.850100 benchmark_hotspot_w_up_ms_max=33.203700
benchmark_hotspot_w_down_ms_median=29.064600 benchmark_hotspot_w_down_ms_min=28.756700 benchmark_hotspot_w_down_ms_max=33.611000
benchmark_hotspot_lm_head_ms_median=6.301090 benchmark_hotspot_lm_head_ms_min=6.159890 benchmark_hotspot_lm_head_ms_max=7.436290
benchmark_hotspot_q4_k_direct_ms_median=17.324200 benchmark_hotspot_q4_k_direct_ms_min=17.295200 benchmark_hotspot_q4_k_direct_ms_max=21.910200
benchmark_hotspot_ggml_direct_ms_median=0.000000 benchmark_hotspot_ggml_direct_ms_min=0.000000 benchmark_hotspot_ggml_direct_ms_max=0.000000
benchmark_hotspot_f32_fallback_ms_median=112.183000 benchmark_hotspot_f32_fallback_ms_min=110.737000 benchmark_hotspot_f32_fallback_ms_max=115.292000
benchmark_hotspot_q4_k_direct_calls_median=512.000000 benchmark_hotspot_q4_k_direct_calls_min=512.000000 benchmark_hotspot_q4_k_direct_calls_max=512.000000
benchmark_hotspot_ggml_direct_calls_median=0.000000 benchmark_hotspot_ggml_direct_calls_min=0.000000 benchmark_hotspot_ggml_direct_calls_max=0.000000
benchmark_hotspot_f32_fallback_calls_median=388.000000 benchmark_hotspot_f32_fallback_calls_min=388.000000 benchmark_hotspot_f32_fallback_calls_max=388.000000
benchmark_q4_k_direct_tensors_median=16.000000 benchmark_q4_k_direct_tensors_min=16.000000 benchmark_q4_k_direct_tensors_max=16.000000
benchmark_ggml_direct_tensors_median=0.000000 benchmark_ggml_direct_tensors_min=0.000000 benchmark_ggml_direct_tensors_max=0.000000
benchmark_f32_fallback_tensors_median=256.000000 benchmark_f32_fallback_tensors_min=256.000000 benchmark_f32_fallback_tensors_max=256.000000

[summary:lcqi_same_input]
rounds=5
benchmark_load_ms_median=266.087000 benchmark_load_ms_min=264.066000 benchmark_load_ms_max=316.147000
benchmark_prefill_ms_median=37.780900 benchmark_prefill_ms_min=37.026300 benchmark_prefill_ms_max=39.164900
derived_prefill_ms_per_prompt_token_median=1.218739 derived_prefill_ms_per_prompt_token_min=1.194397 derived_prefill_ms_per_prompt_token_max=1.263384
derived_prefill_prompt_tokens_per_second_median=820.520422 derived_prefill_prompt_tokens_per_second_min=791.525065 derived_prefill_prompt_tokens_per_second_max=837.242717
benchmark_decode_ms_median=6.569700 benchmark_decode_ms_min=6.325340 benchmark_decode_ms_max=7.106970
derived_decode_ms_per_step_median=6.569700 derived_decode_ms_per_step_min=6.325340 derived_decode_ms_per_step_max=7.106970
benchmark_decode_tokens_per_second_median=152.214000 benchmark_decode_tokens_per_second_min=140.707000 benchmark_decode_tokens_per_second_max=158.094000
benchmark_worker_count_median=8.000000 benchmark_worker_count_min=8.000000 benchmark_worker_count_max=8.000000
derived_f32_weight_inflation_ratio_median=4.644005 derived_f32_weight_inflation_ratio_min=4.644005 derived_f32_weight_inflation_ratio_max=4.644005
derived_direct_quantized_weight_byte_share_median=0.076809 derived_direct_quantized_weight_byte_share_min=0.076809 derived_direct_quantized_weight_byte_share_max=0.076809
benchmark_hotspot_rms_norm_ms_median=0.500305 benchmark_hotspot_rms_norm_ms_min=0.479229 benchmark_hotspot_rms_norm_ms_max=0.511206
benchmark_hotspot_attention_ms_median=3.197160 benchmark_hotspot_attention_ms_min=3.182820 benchmark_hotspot_attention_ms_max=3.297690
benchmark_hotspot_rope_ms_median=2.853450 benchmark_hotspot_rope_ms_min=2.826810 benchmark_hotspot_rope_ms_max=3.022020
benchmark_hotspot_wq_ms_median=2.568570 benchmark_hotspot_wq_ms_min=2.361300 benchmark_hotspot_wq_ms_max=2.863370
benchmark_hotspot_wk_ms_median=4.267650 benchmark_hotspot_wk_ms_min=4.234040 benchmark_hotspot_wk_ms_max=4.439200
benchmark_hotspot_wv_ms_median=4.256820 benchmark_hotspot_wv_ms_min=4.176850 benchmark_hotspot_wv_ms_max=4.296980
benchmark_hotspot_wo_ms_median=2.427910 benchmark_hotspot_wo_ms_min=2.362950 benchmark_hotspot_wo_ms_max=2.555340
benchmark_hotspot_w_gate_ms_median=6.062560 benchmark_hotspot_w_gate_ms_min=5.927090 benchmark_hotspot_w_gate_ms_max=6.666920
benchmark_hotspot_w_up_ms_median=5.797710 benchmark_hotspot_w_up_ms_min=5.771200 benchmark_hotspot_w_up_ms_max=6.089180
benchmark_hotspot_w_down_ms_median=5.642270 benchmark_hotspot_w_down_ms_min=5.487560 benchmark_hotspot_w_down_ms_max=6.023640
benchmark_hotspot_lm_head_ms_median=2.381510 benchmark_hotspot_lm_head_ms_min=2.345960 benchmark_hotspot_lm_head_ms_max=2.449550
benchmark_hotspot_q4_k_direct_ms_median=3.042690 benchmark_hotspot_q4_k_direct_ms_min=2.953280 benchmark_hotspot_q4_k_direct_ms_max=3.449070
benchmark_hotspot_ggml_direct_ms_median=0.000000 benchmark_hotspot_ggml_direct_ms_min=0.000000 benchmark_hotspot_ggml_direct_ms_max=0.000000
benchmark_hotspot_f32_fallback_ms_median=27.976300 benchmark_hotspot_f32_fallback_ms_min=27.585600 benchmark_hotspot_f32_fallback_ms_max=29.237400
benchmark_hotspot_q4_k_direct_calls_median=512.000000 benchmark_hotspot_q4_k_direct_calls_min=512.000000 benchmark_hotspot_q4_k_direct_calls_max=512.000000
benchmark_hotspot_ggml_direct_calls_median=0.000000 benchmark_hotspot_ggml_direct_calls_min=0.000000 benchmark_hotspot_ggml_direct_calls_max=0.000000
benchmark_hotspot_f32_fallback_calls_median=388.000000 benchmark_hotspot_f32_fallback_calls_min=388.000000 benchmark_hotspot_f32_fallback_calls_max=388.000000
benchmark_q4_k_direct_tensors_median=16.000000 benchmark_q4_k_direct_tensors_min=16.000000 benchmark_q4_k_direct_tensors_max=16.000000
benchmark_ggml_direct_tensors_median=0.000000 benchmark_ggml_direct_tensors_min=0.000000 benchmark_ggml_direct_tensors_max=0.000000
benchmark_f32_fallback_tensors_median=256.000000 benchmark_f32_fallback_tensors_min=256.000000 benchmark_f32_fallback_tensors_max=256.000000

[summary:lcqi_ggml_direct_experimental_same_input]
rounds=5
benchmark_load_ms_median=107.973000 benchmark_load_ms_min=106.569000 benchmark_load_ms_max=108.498000
benchmark_prefill_ms_median=234.564000 benchmark_prefill_ms_min=230.857000 benchmark_prefill_ms_max=235.928000
derived_prefill_ms_per_prompt_token_median=7.566581 derived_prefill_ms_per_prompt_token_min=7.447000 derived_prefill_ms_per_prompt_token_max=7.610581
derived_prefill_prompt_tokens_per_second_median=132.160093 derived_prefill_prompt_tokens_per_second_min=131.396019 derived_prefill_prompt_tokens_per_second_max=134.282261
benchmark_decode_ms_median=9.116100 benchmark_decode_ms_min=8.791540 benchmark_decode_ms_max=9.387800
derived_decode_ms_per_step_median=9.116100 derived_decode_ms_per_step_min=8.791540 derived_decode_ms_per_step_max=9.387800
benchmark_decode_tokens_per_second_median=109.696000 benchmark_decode_tokens_per_second_min=106.521000 benchmark_decode_tokens_per_second_max=113.746000
benchmark_worker_count_median=8.000000 benchmark_worker_count_min=8.000000 benchmark_worker_count_max=8.000000
derived_f32_weight_inflation_ratio_median=1.093744 derived_f32_weight_inflation_ratio_min=1.093744 derived_f32_weight_inflation_ratio_max=1.093744
derived_direct_quantized_weight_byte_share_median=0.708479 derived_direct_quantized_weight_byte_share_min=0.708479 derived_direct_quantized_weight_byte_share_max=0.708479
benchmark_hotspot_rms_norm_ms_median=0.487924 benchmark_hotspot_rms_norm_ms_min=0.487364 benchmark_hotspot_rms_norm_ms_max=0.510240
benchmark_hotspot_attention_ms_median=3.373400 benchmark_hotspot_attention_ms_min=3.332220 benchmark_hotspot_attention_ms_max=3.527750
benchmark_hotspot_rope_ms_median=2.942560 benchmark_hotspot_rope_ms_min=2.830020 benchmark_hotspot_rope_ms_max=3.063340
benchmark_hotspot_wq_ms_median=17.157900 benchmark_hotspot_wq_ms_min=17.006900 benchmark_hotspot_wq_ms_max=18.133900
benchmark_hotspot_wk_ms_median=40.515500 benchmark_hotspot_wk_ms_min=39.526700 benchmark_hotspot_wk_ms_max=40.841500
benchmark_hotspot_wv_ms_median=24.225100 benchmark_hotspot_wv_ms_min=23.117300 benchmark_hotspot_wv_ms_max=24.468700
benchmark_hotspot_wo_ms_median=17.194800 benchmark_hotspot_wo_ms_min=16.742200 benchmark_hotspot_wo_ms_max=17.562900
benchmark_hotspot_w_gate_ms_median=43.545600 benchmark_hotspot_w_gate_ms_min=43.345900 benchmark_hotspot_w_gate_ms_max=43.761000
benchmark_hotspot_w_up_ms_median=43.481900 benchmark_hotspot_w_up_ms_min=43.021300 benchmark_hotspot_w_up_ms_max=44.252100
benchmark_hotspot_w_down_ms_median=36.590300 benchmark_hotspot_w_down_ms_min=35.293300 benchmark_hotspot_w_down_ms_max=37.640800
benchmark_hotspot_lm_head_ms_median=2.425490 benchmark_hotspot_lm_head_ms_min=2.384090 benchmark_hotspot_lm_head_ms_max=2.651420
benchmark_hotspot_q4_k_direct_ms_median=3.306800 benchmark_hotspot_q4_k_direct_ms_min=3.089200 benchmark_hotspot_q4_k_direct_ms_max=3.650960
benchmark_hotspot_ggml_direct_ms_median=219.805000 benchmark_hotspot_ggml_direct_ms_min=216.236000 benchmark_hotspot_ggml_direct_ms_max=221.006000
benchmark_hotspot_f32_fallback_ms_median=0.000000 benchmark_hotspot_f32_fallback_ms_min=0.000000 benchmark_hotspot_f32_fallback_ms_max=0.000000
benchmark_hotspot_q4_k_direct_calls_median=512.000000 benchmark_hotspot_q4_k_direct_calls_min=512.000000 benchmark_hotspot_q4_k_direct_calls_max=512.000000
benchmark_hotspot_ggml_direct_calls_median=6208.000000 benchmark_hotspot_ggml_direct_calls_min=6208.000000 benchmark_hotspot_ggml_direct_calls_max=6208.000000
benchmark_hotspot_f32_fallback_calls_median=0.000000 benchmark_hotspot_f32_fallback_calls_min=0.000000 benchmark_hotspot_f32_fallback_calls_max=0.000000
benchmark_q4_k_direct_tensors_median=16.000000 benchmark_q4_k_direct_tensors_min=16.000000 benchmark_q4_k_direct_tensors_max=16.000000
benchmark_ggml_direct_tensors_median=194.000000 benchmark_ggml_direct_tensors_min=194.000000 benchmark_ggml_direct_tensors_max=194.000000
benchmark_f32_fallback_tensors_median=62.000000 benchmark_f32_fallback_tensors_min=62.000000 benchmark_f32_fallback_tensors_max=62.000000

[summary:llama_simple_same_input]
rounds=5
llama_load_ms_median=55.620000 llama_load_ms_min=54.750000 llama_load_ms_max=62.910000
llama_prompt_eval_ms_median=21.720000 llama_prompt_eval_ms_min=21.310000 llama_prompt_eval_ms_max=26.280000
llama_prompt_eval_ms_per_token_median=0.700000 llama_prompt_eval_ms_per_token_min=0.690000 llama_prompt_eval_ms_per_token_max=0.850000
llama_prompt_eval_tokens_per_second_median=1427.120000 llama_prompt_eval_tokens_per_second_min=1179.600000 llama_prompt_eval_tokens_per_second_max=1454.720000
llama_eval_ms_median=2.850000 llama_eval_ms_min=2.830000 llama_eval_ms_max=3.000000
llama_eval_ms_per_run_median=2.850000 llama_eval_ms_per_run_min=2.830000 llama_eval_ms_per_run_max=3.000000
llama_eval_tokens_per_second_median=351.120000 llama_eval_tokens_per_second_min=333.780000 llama_eval_tokens_per_second_max=353.230000
llama_total_ms_median=58.860000 llama_total_ms_min=57.930000 llama_total_ms_max=66.140000

[interpretation]
prompt_tokens_lcqi_median=31.0
prompt_tokens_llama_tokenize=31.0
prompt_tokens_llama_simple_median=31.0
same_input_prompt_token_count_match=true
same_input_prompt_token_ids_match=true
prefill_ms_ratio_lcqi_over_llama_simple=1.739452
decode_step_ms_ratio_lcqi_over_llama_simple=2.305158
lcqi_f32_dequantized_weight_inflation_ratio=4.644005
lcqi_direct_quantized_weight_byte_share=0.076809
lcqi_threaded_worker_count_median=8
lcqi_threaded_prefill_speedup_serial_over_threaded=3.548751
lcqi_threaded_decode_step_speedup_serial_over_threaded=2.215642
lcqi_threaded_f32_hotspot_speedup_serial_over_threaded=4.009930
lcqi_q4_direct_prefill_speedup_off_over_on=0.928774
lcqi_q4_direct_decode_step_speedup_off_over_on=0.990595
lcqi_q4_direct_w_down_speedup_off_over_on=0.901813
lcqi_q4_direct_f32_weight_bytes_saved=56623104
lcqi_batch_prefill_speedup_off_over_on=4.212764
lcqi_batch_prefill_f32_hotspot_speedup_off_over_on=5.181171
lcqi_batch_prefill_f32_call_reduction_off_over_on=16.000000
lcqi_ggml_experimental_prefill_speedup_default_over_experimental=0.161069
lcqi_ggml_experimental_decode_step_speedup_default_over_experimental=0.720670
lcqi_ggml_experimental_direct_share_delta=0.631670
lcqi_ggml_experimental_hotspot_ms=219.805000
llama_bench_same_token_count_prefill_tps=2375.690000
llama_bench_same_token_count_decode_tps=230.340000
